order_id;order_status;fecha_compra;monto_venta;valor_flete;total_pagado;deuda_pendiente;metodo_pago_principal
1776f9cc0f976e7aa0e8372a5325c41a;delivered;2018-08-28 11:16:37.000;69.00;13.14;82.14;0.00;credit_card
b18f96d97651133bd9a491945fa1d3bd;delivered;2018-08-28 10:57:13.000;30.00;8.37;38.37;0.00;credit_card
652c3ffc10b11f6bb6567b4976d901c6;delivered;2018-08-28 10:44:03.000;28.90;8.36;37.26;0.00;credit_card
d4e252756885006a02c890a27d6bbf53;delivered;2018-08-28 10:00:01.000;85.90;8.76;378.64;-283.98;credit_card
b669dc3736aa7bf3f5f181f9f460dde5;delivered;2018-08-28 09:26:43.000;41.90;7.55;49.45;0.00;credit_card
f4a8925490afed995d0e987c48908d2c;delivered;2018-08-28 09:18:17.000;14.90;7.39;22.29;0.00;credit_card
0c1f1a0595fb30e05d526ab83576cd24;delivered;2018-08-28 09:18:03.000;14.90;7.39;22.29;0.00;credit_card
71b4480b617e5a0468d7362efb7c4b3d;delivered;2018-08-28 07:51:19.000;14.99;7.39;22.38;0.00;credit_card
3e72677344408fece35547ac4c8ebb94;delivered;2018-08-28 01:57:12.000;79.49;8.30;87.79;0.00;credit_card
d5cce452fb90a159a0b02988567a37bc;delivered;2018-08-27 23:31:47.000;49.90;9.48;59.38;0.00;credit_card
c941ad898bc2355a4c9e9a19b504c69c;delivered;2018-08-27 23:30:28.000;25.00;8.34;33.34;0.00;credit_card
266e6e41522572e8bc4068738beaef07;delivered;2018-08-27 23:12:55.000;201.90;5.70;207.60;0.00;credit_card
68dd7c23e8b6c1e5f3ad16be5dd4bdf6;delivered;2018-08-27 22:59:03.000;42.00;8.45;50.45;0.00;credit_card
c469458d116f862637d6c26ae62ff8f2;delivered;2018-08-27 22:54:07.000;49.49;7.61;57.10;0.00;credit_card
e41e7842fa15d821ce598a8b80915cd8;delivered;2018-08-27 22:34:17.000;41.99;8.44;201.72;-151.29;credit_card
24ac51b02d01abde547c474a994d2aa4;delivered;2018-08-27 22:12:59.000;22.60;12.82;35.42;0.00;debit_card
21cb15950725534b614707f82846010e;delivered;2018-08-27 21:36:16.000;20.20;7.40;27.60;0.00;debit_card
06914a88cb181e922cc58fed3d198c98;delivered;2018-08-27 21:28:43.000;159.00;16.41;175.41;0.00;credit_card
c89cc188bf7fe39307862cb3dd2d0234;delivered;2018-08-27 21:27:13.000;274.90;26.90;301.80;0.00;credit_card
993d5d78bd251d2ad7d2607110a04bbe;delivered;2018-08-27 21:04:17.000;55.55;15.46;71.01;0.00;credit_card
eeeebba48c7b5fc22f6e12734ed319ed;delivered;2018-08-27 20:47:15.000;79.00;14.86;93.86;0.00;credit_card
a000067196006b1ac2a467ba2156b22d;delivered;2018-08-27 20:31:22.000;61.90;9.18;71.08;0.00;credit_card
0785459f4688c430590e9ef6eff2fecb;delivered;2018-08-27 20:03:07.000;29.99;7.47;37.46;0.00;credit_card
a966954fa1c451757b4d6c77946f9863;delivered;2018-08-27 19:59:06.000;49.90;9.10;59.00;0.00;credit_card
d265e2114f019b12adfff1e68a241a8e;delivered;2018-08-27 19:39:33.000;34.00;7.50;41.50;0.00;credit_card
9aa39389b428a90ff82b0c94fb0afc5a;delivered;2018-08-27 19:37:48.000;97.50;9.43;106.93;0.00;credit_card
734fd23f82c457088580cf5a8c9da909;delivered;2018-08-27 19:32:27.000;39.90;7.54;47.44;0.00;credit_card
bd2c2c3a4d59e68fb14a526745572883;delivered;2018-08-27 19:29:28.000;95.90;7.93;103.83;0.00;credit_card
56610fa87188c93ee5993a5e98a7b092;delivered;2018-08-27 19:26:54.000;38.99;7.53;46.52;0.00;credit_card
05d46826bd0fb605d6b00e30e9141882;delivered;2018-08-27 19:21:58.000;49.99;11.37;61.36;0.00;credit_card
fa0c6595d02f168f7557693dbffa7b69;delivered;2018-08-27 18:58:15.000;23.75;7.43;31.18;0.00;voucher
e6f6345c50327507fe35965aa65c8e94;delivered;2018-08-27 18:50:06.000;29.99;7.47;37.46;0.00;credit_card
00eead1d5a799277ef3d6b387b0bebef;delivered;2018-08-27 18:45:54.000;85.00;13.26;98.26;0.00;credit_card
e39b1c0568bb5cbcb35d685fc1185634;delivered;2018-08-27 18:25:28.000;26.88;14.64;41.52;0.00;credit_card
d543b0fedeb939f3fda2a3c2fe167b02;delivered;2018-08-27 17:32:01.000;62.00;9.18;71.18;0.00;credit_card
2812dbf450ac5dd26b952cfc6db60529;delivered;2018-08-27 17:24:25.000;95.40;11.69;107.09;0.00;credit_card
57d0641da97fead93c9541a7c3b1fc75;delivered;2018-08-27 17:18:42.000;106.90;8.91;115.81;0.00;debit_card
28e7be9f5fc8bb93020385ec94b1db0b;delivered;2018-08-27 17:10:36.000;27.81;16.47;44.28;0.00;credit_card
e91a3bc14b8d125d82f0334371c39926;delivered;2018-08-27 17:01:43.000;45.00;8.48;53.48;0.00;credit_card
d22567ff9749170e14c7485e02c1ff3c;delivered;2018-08-27 16:57:10.000;19.90;8.30;28.20;0.00;credit_card
c14d2e12b876b00738f6c4ae6329e1dc;delivered;2018-08-27 16:24:47.000;12.88;7.39;20.27;0.00;credit_card
baf4bb57bdf5e14c67c2389a48864acb;delivered;2018-08-27 16:17:16.000;79.90;29.31;109.21;0.00;credit_card
9a2176942821e355e4ff9dc4a8e96a07;delivered;2018-08-27 16:12:22.000;89.90;0.00;89.90;0.00;debit_card
28c949172daaa2b250fc70ed64a45517;delivered;2018-08-27 15:21:15.000;110.77;8.04;118.81;0.00;credit_card
21b9bb429b09c08b2ae81e3ed20e8d2f;delivered;2018-08-27 15:18:45.000;129.90;9.07;138.97;0.00;credit_card
a5ee139d1586d2d22c21ce7048e1d36d;delivered;2018-08-27 15:15:03.000;49.00;7.60;28.04;28.56;voucher
a5ee139d1586d2d22c21ce7048e1d36d;delivered;2018-08-27 15:15:03.000;49.00;7.60;28.56;28.04;credit_card
48b04c2b15ef11dac475795682a3d991;delivered;2018-08-27 15:07:02.000;36.90;9.01;45.91;0.00;credit_card
056793ca2483a5d5943cb5bd90f5b314;delivered;2018-08-27 15:04:59.000;21.99;17.47;39.46;0.00;UPI
53dccb14668d654069cab1d78e4b13c1;delivered;2018-08-27 15:03:18.000;349.00;20.54;369.54;0.00;credit_card
87ce6f9094188f36623b250901635869;delivered;2018-08-27 14:54:22.000;17.00;7.39;219.51;-195.12;UPI
46c123d65d1a90feca91b6c4cf104633;delivered;2018-08-27 14:39:21.000;79.80;7.82;87.62;0.00;credit_card
bd9c7d72943c5118f03bb7524043e0fd;delivered;2018-08-27 14:21:30.000;180.00;12.28;192.28;0.00;UPI
f27cc61c27c26b63dd0b279bb9c29ed6;delivered;2018-08-27 13:59:44.000;57.90;11.43;69.33;0.00;credit_card
4fe2fd5509bca02cbd39aa5b3eeb2a8f;delivered;2018-08-27 13:57:36.000;39.90;11.30;51.20;0.00;UPI
915cfc1bb5564cda804c1e544780f701;delivered;2018-08-27 13:37:12.000;25.99;8.34;34.33;0.00;UPI
8944b1716ec63423c8a83c20bc194476;delivered;2018-08-27 13:31:19.000;85.90;8.76;94.66;0.00;credit_card
5abf18d13baf7acb60e616f758d61928;delivered;2018-08-27 13:11:50.000;36.90;8.42;45.32;0.00;credit_card
2e5737bd3452cc165fb76f3a57447398;delivered;2018-08-27 13:11:22.000;24.99;7.44;32.43;0.00;credit_card
e9fb2d9703e24b2ce5207a109f7b96be;delivered;2018-08-27 12:59:16.000;49.90;11.37;61.27;0.00;credit_card
a73d469a8747dea1740e9545d1051002;delivered;2018-08-27 12:41:49.000;517.80;27.71;545.51;0.00;UPI
a63d6f123bbccd71286ef76811cb2a3b;delivered;2018-08-27 12:39:11.000;65.00;6.40;180.99;-109.59;UPI
a63d6f123bbccd71286ef76811cb2a3b;delivered;2018-08-27 12:39:11.000;42.00;12.80;361.98;-307.18;UPI
427fb603381c1e7a4b224eac2a5acb29;delivered;2018-08-27 12:11:07.000;48.90;19.53;68.43;0.00;credit_card
e8ddd60abf2ceeee18ebd986311f3630;delivered;2018-08-27 11:57:38.000;18.00;8.29;26.29;0.00;credit_card
b3e4accbc8524ec4b2f5a5ddab755b34;delivered;2018-08-27 11:19:47.000;15.90;7.39;23.29;0.00;credit_card
0425635629d7b1e1aefedf34bd15e289;delivered;2018-08-27 11:16:19.000;44.90;8.47;53.37;0.00;credit_card
89812ae1f27bd0baa142a3aa9ab5cb49;delivered;2018-08-27 10:46:53.000;49.99;8.86;58.85;0.00;credit_card
78d5c205c38367a8894d4721fdbb6962;delivered;2018-08-27 10:46:11.000;64.00;14.03;78.03;0.00;credit_card
c7756342d355d13eea40a754b6602da6;delivered;2018-08-27 09:54:35.000;34.00;9.55;43.55;0.00;credit_card
feeaaeb6a99fc794212a29c84e6d527e;delivered;2018-08-27 09:29:33.000;19.90;7.56;27.46;0.00;UPI
bc6a0c20c290fc74ba2c366c50477690;delivered;2018-08-27 09:19:09.000;192.90;16.42;209.32;0.00;credit_card
6cbc2c3a5ded4eb0fed3a011b02c6eeb;delivered;2018-08-27 09:08:47.000;48.00;7.60;55.60;0.00;UPI
c72a06dbd2869dbfa3dc93ca4f262f37;delivered;2018-08-27 08:56:49.000;52.51;14.67;67.18;0.00;credit_card
821ab83aee62992191306118d37fcb3c;delivered;2018-08-27 08:51:54.000;98.48;9.44;107.92;0.00;credit_card
cc94aa62777cf27c082eaa521ba00747;delivered;2018-08-27 07:18:36.000;24.99;8.34;33.33;0.00;credit_card
aedce126de46f6e9cfc35a9083ac0c81;delivered;2018-08-27 00:22:03.000;369.90;14.89;384.79;0.00;credit_card
b33c9bb2caa1d2b9f219b70f6dba7dce;delivered;2018-08-26 23:45:45.000;96.99;13.34;110.33;0.00;UPI
0c51a7661156c6f9ae61b33610dca175;delivered;2018-08-26 23:31:24.000;110.32;8.03;118.35;0.00;credit_card
19ee088b8cb4afa401a748f8437135d1;delivered;2018-08-26 22:50:16.000;75.00;23.33;98.33;0.00;voucher
b42c74ef741f507b421d3dfb4949178f;delivered;2018-08-26 22:48:32.000;119.00;8.99;127.99;0.00;credit_card
882634702ad671a4a28319adef8f058b;delivered;2018-08-26 22:41:03.000;9.99;7.39;16.38;1.00;credit_card
efebff1dca02ecdf264035398365351f;delivered;2018-08-26 22:37:58.000;330.00;17.41;347.41;0.00;credit_card
b5bdf19b8bbc9d7daf5eb8f087a8895e;delivered;2018-08-26 22:19:40.000;99.98;11.72;111.70;0.00;credit_card
6d25592267349b322799e2beb687871e;delivered;2018-08-26 22:04:34.000;93.00;7.91;403.64;-302.73;UPI
6eafb3047f5d0c7cadeec9d129f0e4d0;delivered;2018-08-26 21:55:14.000;199.00;12.88;211.88;0.00;credit_card
ebac8364f6f97c06df19ad674a12b359;delivered;2018-08-26 21:47:50.000;38.67;12.93;51.60;0.00;credit_card
bcddcd2f3dbe84b7b93697873e16a971;delivered;2018-08-26 21:28:46.000;14.90;15.23;30.13;0.00;credit_card
e53249d8b27242c64053f94e2af2b2ba;delivered;2018-08-26 21:18:34.000;59.90;7.68;67.58;0.00;credit_card
5407dd425b0427513c6f63025414fb33;delivered;2018-08-26 21:12:52.000;8.49;7.87;16.36;0.00;debit_card
c5ba516dae0f7c34ba8ad92dad570249;delivered;2018-08-26 21:01:53.000;51.90;14.67;66.57;0.00;credit_card
cb4d0ce750b3542055ae832b4d3bcca4;delivered;2018-08-26 21:01:14.000;18.99;7.39;105.52;-79.14;debit_card
f53fa17609006c9c6669b5371ce08044;delivered;2018-08-26 20:58:26.000;18.99;7.39;26.38;0.00;credit_card
1af85a7bfa8727b2f0009a9035341f3f;delivered;2018-08-26 20:57:20.000;13.59;12.79;26.38;0.00;credit_card
d8d842d38880d9584e98d64058aedfed;delivered;2018-08-26 20:32:14.000;299.99;19.90;319.89;0.00;credit_card
8af910ab3dcf14bd966ba647e2ad995a;delivered;2018-08-26 20:08:21.000;17.50;8.29;25.79;0.00;credit_card
fdfb73b2a9e88e518c2f565f43ca06c1;delivered;2018-08-26 20:06:40.000;11.99;12.79;99.12;-74.34;credit_card
c3a4dcc5c4ae575cb04444cf1b3f0a09;delivered;2018-08-26 19:56:12.000;196.80;42.36;239.16;0.00;credit_card
1c34540e08aaa8566e32b53509f14ebb;delivered;2018-08-26 19:45:32.000;102.00;18.81;120.81;0.00;credit_card
6912f9577b4156d72ee607f78328ed11;delivered;2018-08-26 19:39:08.000;35.90;7.51;43.41;0.00;credit_card
1c8ea3262201c0562eccbcefff3da202;delivered;2018-08-26 19:22:51.000;149.00;16.14;165.14;0.00;credit_card
a37c35b30b6e6d6e5a62c846cb093a32;delivered;2018-08-26 19:07:32.000;20.90;12.81;33.71;0.00;credit_card
90a6ce43261478f0aab250a72e3cdfce;delivered;2018-08-26 19:04:40.000;30.00;18.31;48.31;0.00;credit_card
fa82edaf6d788f4a8a80e2f8fc4cb9b7;delivered;2018-08-26 19:04:05.000;63.99;18.76;82.75;0.00;credit_card
7c67a9f94c58c5b1c1a40953151fbccd;delivered;2018-08-26 19:01:18.000;20.00;15.24;35.24;0.00;credit_card
6bbc1892d79fc89cd656a04b7d96f622;delivered;2018-08-26 18:47:46.000;85.90;8.76;94.66;0.00;credit_card
5cd1f67d76b653cb354391539321edf4;delivered;2018-08-26 18:28:36.000;79.90;7.98;87.88;0.00;debit_card
e3f4b4c899325f23b973d9aee02d2071;delivered;2018-08-26 18:26:33.000;42.00;8.45;50.45;0.00;credit_card
b6162f47d6adbaf673e92b13e9358d89;delivered;2018-08-26 18:17:04.000;129.00;8.16;137.16;0.00;UPI
c14276f26a0791a1773e6da7b07db230;delivered;2018-08-26 18:03:59.000;124.95;14.46;139.41;0.00;debit_card
df606e00395346b2b2d9e861236efd6f;delivered;2018-08-26 17:40:24.000;85.00;13.26;98.26;0.00;credit_card
2a30390f1b957c7120f80795b9f97316;delivered;2018-08-26 17:28:44.000;99.00;31.56;130.56;0.00;credit_card
558bd4996eeddc5e4e29295bcec08e32;delivered;2018-08-26 17:27:38.000;20.90;18.25;39.15;0.00;credit_card
8092da256aefda13b330290d2ca86521;delivered;2018-08-26 17:23:02.000;103.90;11.75;105.26;10.39;credit_card
5577ca55c1ff01d19567de9f6ba00a7c;delivered;2018-08-26 16:53:09.000;67.90;18.25;86.15;0.00;credit_card
4123f9252f0d0572f075dbb5a95d9cc6;delivered;2018-08-26 16:34:35.000;85.90;13.26;99.16;0.00;debit_card
52b7fa35b1e5c8bdea5869804dced415;delivered;2018-08-26 16:26:52.000;76.00;18.63;94.63;0.00;credit_card
2a52ef20af312ee4756b4e622ddc7101;delivered;2018-08-26 16:19:58.000;108.90;11.78;120.68;0.00;credit_card
d2ce9688abb199cda1a106b293847827;delivered;2018-08-26 16:12:27.000;29.90;7.47;37.37;0.00;credit_card
60ff47e655e87de64037be5d1f09ce7d;delivered;2018-08-26 15:46:28.000;14.90;7.39;22.29;0.00;credit_card
7866f96b0496d61749bdc8664b22119e;delivered;2018-08-26 15:11:20.000;139.90;27.96;167.86;0.00;credit_card
93665186a08d41fad2ac9580488ff17e;delivered;2018-08-26 14:39:46.000;48.90;9.09;57.99;0.00;credit_card
796033ffde6ba06e0abe387e36ee8fe0;delivered;2018-08-26 14:17:08.000;139.89;19.08;158.97;0.00;credit_card
9fec37a0086c6f77f95b2ac00f27771e;delivered;2018-08-26 13:53:04.000;184.90;22.59;207.49;0.00;credit_card
774bdf79f367d25dd36a9e0a8c739423;delivered;2018-08-26 13:49:27.000;119.00;18.63;137.63;0.00;credit_card
c6f6cbb3c845593222d5c594bb69c5fd;delivered;2018-08-26 13:33:43.000;89.90;23.43;104.34;8.99;credit_card
d4550a84368a296d44630ab6e29c6999;delivered;2018-08-26 13:26:12.000;299.00;9.35;308.35;0.00;credit_card
3811f683228f7e91c35b0fd2a705af27;delivered;2018-08-26 13:25:25.000;220.00;16.46;236.46;0.00;credit_card
78d7bf360bb60d0dd4bd37663c126524;delivered;2018-08-26 13:23:23.000;169.90;18.99;188.89;0.00;credit_card
cd5343ffb012a7157ddbcf5720100c01;delivered;2018-08-26 12:38:57.000;149.90;18.18;672.32;-504.24;credit_card
ac5c875d7fbcc1765c32e13b8ee888cb;delivered;2018-08-26 12:28:39.000;59.00;18.51;77.51;0.00;credit_card
70c13d94aa6f2f57d27a7babb9f0d215;delivered;2018-08-26 12:06:17.000;27.90;7.46;35.36;0.00;credit_card
0b33796d2382e9a9fde619a584ba7216;delivered;2018-08-26 11:59:34.000;20.90;12.81;33.71;0.00;credit_card
d7f71d136da2fa678c39380a22d117df;delivered;2018-08-26 11:44:34.000;18.63;15.86;95.26;-60.77;credit_card
d7f71d136da2fa678c39380a22d117df;delivered;2018-08-26 11:44:34.000;44.90;15.87;95.26;-34.49;credit_card
631e74e14da293fc4c6a8f02253aac6e;delivered;2018-08-26 11:23:04.000;59.70;18.52;78.22;0.00;credit_card
e3447938231fb6ba2fee0231b51eca59;delivered;2018-08-26 11:04:26.000;160.00;12.14;172.14;0.00;credit_card
4830473362441527781ef6c1860cac4c;delivered;2018-08-26 11:02:58.000;7.50;15.46;96.68;-73.72;credit_card
4830473362441527781ef6c1860cac4c;delivered;2018-08-26 11:02:58.000;22.90;15.46;96.68;-58.32;credit_card
4830473362441527781ef6c1860cac4c;delivered;2018-08-26 11:02:58.000;19.90;15.46;96.68;-61.32;credit_card
6cff0c3dacf64bb7cb2ad584b81b7d0d;delivered;2018-08-26 11:01:05.000;25.99;7.44;30.83;2.60;debit_card
6359393f5003c79bab5ff0e3f3b42656;delivered;2018-08-26 10:48:04.000;169.00;20.37;189.37;0.00;credit_card
216ffdacc032ce8a108cc7c01f4ab9a4;delivered;2018-08-26 10:38:07.000;79.00;41.53;120.53;0.00;credit_card
f7a0b8c521ea81bf3536ad4ef99fd376;delivered;2018-08-26 10:08:49.000;130.00;13.21;143.21;0.00;credit_card
b724c12024f2ddd6151b0d8dc88a5823;delivered;2018-08-26 09:29:46.000;85.00;13.26;98.26;0.00;credit_card
762fa054ae976d76eea5688eaa2a92e6;delivered;2018-08-26 09:22:44.000;79.90;15.86;95.76;0.00;credit_card
320dcf288de15e4ff06ebbfce4e42c78;delivered;2018-08-26 08:40:36.000;31.90;12.87;81.37;-36.60;credit_card
320dcf288de15e4ff06ebbfce4e42c78;delivered;2018-08-26 08:40:36.000;29.90;12.88;81.37;-38.59;credit_card
95026e2a6e774fdf2bb59a5eab661b15;delivered;2018-08-26 07:57:32.000;12.99;15.23;28.22;0.00;credit_card
26e2db0bd73689ff814692e3dc232671;delivered;2018-08-26 07:54:47.000;69.90;21.13;364.12;-273.09;credit_card
3f64a17e87d0fed4d084e352409882ba;delivered;2018-08-26 07:38:38.000;1240.00;72.67;1312.67;0.00;credit_card
05d43265b79289692a382c9f2a6c1547;delivered;2018-08-26 04:53:46.000;220.00;14.84;234.84;0.00;credit_card
f0a5b7c94819c69d12a1c0458ec74756;delivered;2018-08-26 04:52:35.000;74.90;7.78;2.28;80.40;credit_card
f0a5b7c94819c69d12a1c0458ec74756;delivered;2018-08-26 04:52:35.000;74.90;7.78;80.40;2.28;voucher
b576609c7e4498a76216cb240c177328;delivered;2018-08-26 04:51:22.000;15.00;7.39;22.39;0.00;credit_card
a06dda7f954798c0ad5a0b24e73b1ddb;delivered;2018-08-25 23:39:08.000;45.00;15.42;60.42;0.00;credit_card
675bc8cd15e6b9225582b9161288670f;delivered;2018-08-25 23:32:01.000;249.00;9.90;258.90;0.00;credit_card
fcdaba27fd62777362e818998aa76b94;delivered;2018-08-25 22:41:57.000;125.00;30.01;155.01;0.00;credit_card
dae948ffccda4df99a5e1561db5f5029;delivered;2018-08-25 22:29:38.000;18.99;7.39;105.52;-79.14;debit_card
b2bee079651c0bf6a1a92b39c2dbe5cf;delivered;2018-08-25 22:28:18.000;299.00;19.30;318.30;0.00;credit_card
14986dd5b5dc6b4203bda6666311e4d0;delivered;2018-08-25 22:17:18.000;155.00;14.30;169.30;0.00;credit_card
d0b4c30f45087d9a9114b3cbe87aee63;delivered;2018-08-25 22:15:54.000;29.99;15.31;45.30;0.00;credit_card
d20cb870c4dcb39bb4703c900f4e6dfa;delivered;2018-08-25 21:53:15.000;10.00;7.39;17.39;0.00;credit_card
eb2e56877e1f053dedc857408122a7b4;delivered;2018-08-25 21:49:02.000;85.90;8.76;94.66;0.00;UPI
f1d5c2e6867fa93ceee9ef9b34a53cbf;delivered;2018-08-25 21:20:50.000;2.20;7.39;0.31;9.28;credit_card
f1d5c2e6867fa93ceee9ef9b34a53cbf;delivered;2018-08-25 21:20:50.000;2.20;7.39;9.28;0.31;voucher
3b61aab5de69abc1731138bd104a777f;delivered;2018-08-25 20:59:18.000;999.99;24.77;1024.76;0.00;debit_card
49626271ea0fa255a99b34978f50ae68;delivered;2018-08-25 20:27:21.000;56.10;13.97;70.07;0.00;credit_card
6917bf2ef92587d31987c8c01aa1b4e0;delivered;2018-08-25 20:26:35.000;139.90;14.32;154.22;0.00;credit_card
db6953ee3e550b44b0876aef0ce63dd5;delivered;2018-08-25 20:26:07.000;109.00;15.83;124.83;0.00;credit_card
ac6f2372fee2d8b5f63bd2387aa26a28;delivered;2018-08-25 20:24:40.000;119.90;9.59;129.49;0.00;credit_card
2c6b7c49452d044cc8dff84245e1f553;delivered;2018-08-25 20:13:35.000;48.45;13.00;61.45;0.00;credit_card
73cfaa863221d5987b3f6aa644affca3;delivered;2018-08-25 20:10:27.000;49.90;20.99;70.89;0.00;UPI
b2f832c9f6b30237f231cfc09f82ffbc;delivered;2018-08-25 20:08:25.000;30.00;8.37;38.37;0.00;credit_card
922fbc61f8105abc09581252d38103c8;delivered;2018-08-25 19:56:43.000;24.90;7.43;32.33;0.00;credit_card
a77cf1f9b2d22060320fa51a5906d02a;delivered;2018-08-25 19:15:56.000;37.40;15.36;52.76;0.00;credit_card
89da5201b61556fe114c78cf188fb1e8;delivered;2018-08-25 18:52:49.000;319.29;17.54;336.83;0.00;credit_card
499a762fa72fde835e39b03db3b95cbf;delivered;2018-08-25 18:37:04.000;31.00;8.97;39.97;0.00;credit_card
9e9cfa056dcd246d1bfd47f58a771abf;delivered;2018-08-25 18:36:46.000;399.00;90.90;489.90;0.00;credit_card
3676b8a38151270ac285f2fa3c564772;delivered;2018-08-25 17:52:00.000;15.90;7.39;93.16;-69.87;UPI
43ee68cd19f18fcf7dfc4ea167554e40;delivered;2018-08-25 17:37:28.000;99.00;7.95;106.95;0.00;credit_card
